ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B00000IC83,"Life of Jesus, Vol. 1-2 [DVD]",,English,,"February 1, 2000",Unrated,,Vol 1 Test your bible knowledge; trivia Patron saints: Introduction Patron saints: St. valentine-St. francis-St.patrick Places-Jerusalem Vol 2 Test your bible knowledge: trivia Patron saints : introduction Patron saints : St. jerome- St. John bosco st. Albert the great Places - Bethlehem,"Yossi Graber, Yehuda Efroni, Nin Kalekin, Ricki Hayut, Didi Lukov, Jack Adalist, Shira Dassa, Uri Avrahami, Sergio Barcala, Yoram Gal, Yuval Hod, Gilat Ankori, Erez Atar, Nir Kaleff, Dan Fabian Bloch, Ingride Lewis, John Kay Steel, Irit Frank, Mosko Alkalai, Udi Gil, Ezra Dagan, Tamar Hanegbi, Alon Margarlit, Hedva Feigenblatt, Juliano Mer, Eli Dor-Haim, Eli Gorenstein, Jerry Hyman, Dror Keren, Robert Marcarelli","John Kay Steel, Jack Adalist, Mosko Alkalai, Gilat Ankori, Erez Atar",,,,,,,,Madacy Records
B00000IC82,Laurel & Hardy - Flying Deuces/Utopia [DVD],,English,,"March 2, 1999",NR,2 hours and 33 minutes,"The Flying Deuces: Stan and Ollie join the French Foreign Legion so that Ollie can forget an unhappy romance. As luck would have it, they become involved in attempting to smooth out the messy love affair between an officer and his fiancee. After being in the legion for as long as they can take it, they want their normal lives back. Ollie insists on their release just as they realize they're going to be shot at sunrise for their rebelliousness. The pair attempt an escape via airplane. Lots of laughs, nostalgia, and action-packed stunts take place including a dance routine to shine on harvest moon. Utopia: Stan and Ollie inherit an island in the pacific where uranium is discovered. This was their last effort as Laurel and Hardy and was made in France and then later dubbed in English.","James Finlayson, Frederick Kohner, Stan Laurel, Charles Middleton, A. Edward Sutherland, Charley Rogers, Reginald Gardiner, Jean Del Val, Bonnie Bannon, Eddie Borden, Oliver Hardy, Christine Cabanne, Jean Parker, Fred Schiller, Alfred J. Goulding, John Berry, Crane Whitley, Tim Whelan, Lo Joannon, Monica Bannister","Stan Laurel, Oliver Hardy, Jean Parker, Reginald Gardiner, Charles Middleton",,,"Dolby, DVD, NTSC, Black & White, Color",Action & Adventure,,5.5,,Madacy Records
B0048KQQC4,Beauty & the Briefcase [Blu-ray],,English,,"February 8, 2011",NR,1 hour and 26 minutes,"Hilary Duff (A Cinderella Story) shines in this sparkling romantic comedy based on the book Diary of a Working Girl by Daniella Brodsky. Lane, a fashion journalist, gets the assignment of a lifetime when Cosmopolitan magazine hires her to write a story about finding love in the workplace. Posing as a corporate assistant, Lane finds herself torn between the office's eligible men in suits and a dashing stranger (Chris Carmack, The O.C.) who sweeps her off her feet. Will she find the ""magic man"" who fulfills her fantasy checklist, or will her story have an ending as unexpected as love itself? The appealing cast includes Michael McMillan (True Blood) and Matt Dallas (Kyle XY), with Emmy-winner Jaime Pressly (My Name is Earl) and the hilarious Jennifer Coolidge (Legally Blonde).",,"Hilary Duff, Jaime Pressly, Jennifer Coolidge",,,"Blu-ray, Multiple Formats, AC-3, Dolby, Widescreen, NTSC","Fantasy, Comedy",,5.4,,IMAGE ENTERTAINMENT
B004GIZX3Q,Good Day For A Hanging,,English,1958,,13+,1 h 25 min,,,,Nathan Juran,Charles H. Schneer,,"Action,Western,Emotional,Intense",,6.3,,Westerns
B00284EM3C,Case Closed: Season 1,,"English, Japanese",,"July 14, 2009",Unrated,10 hours,"Case Closed is the final verdict for mystery fans who enjoy wrapping their minds around a good, old-fashioned whodunit.",,,,,"Box set, NTSC, Subtitled, Full Screen, Animated",kids & family,,,,Funimation Prod
B00000IC87,"Lucy Show, 2 Pack [DVD]",,English,,"February 1, 2000",Unrated,30 minutes,"DVD format. Madacy Entertainment, attractive 2-DVD set, black and white, Dolby digital sound, 100 minutes total. Extras include: paper dolls, challenging trivia question and answer, the world of Lucy. Very nice colorful packaging, with nifty color portraits of Ms. Ball. 4 episodes included. Ask the average viewer and they all remember I Love Lucy. That show was a big hit and runs even today. But her follow-up TV show, without husband Desi Arnaz, was even a bigger hit, first telecast in October 1962, and lasting until the final telecast September 2, 1974. She had a great co-star in Gale Gordon, one of the genuine funny men in Hollywood, with Jack Benny-type facial gestures and mannerisms. What kept this show on the air were the numerous cast changes, at one time including both of Lucy's real-life children. Ball also attracted many of the best comedians in showbiz and kept the show fresh by these appearances. One of the best episodes here, a definite classic is the program entitled ""Lucy Gets Jack Benny's Bank Account.""","Sid Gould, Vivian Vance, Dick Martin, Mary Wickes, Jimmy Garrett, Roy Roberts, Carole Cook, Ralph Hart, Gale Gordon, Lucille Ball, Mary Jane Croft, Candy Moore","Lucille Ball, Vivian Vance, Gale Gordon, Mary Jane Croft, Sid Gould",,,,,,7.2,,Madacy Records
B000FVQLQQ,A Beautiful Mind (Widescreen)(2001),,English,,"August 22, 2006",PG-13,,"Winner of 4 Academy Awards®, including Best Picture, A Beautiful Mind is directed by Academy Award® winner Ron Howard and produced by long-time partner and collaborator, Academy Award® winner Brian Grazer. A Beautiful Mind stars Russell Crowe in an astonishing performance as brilliant mathematician John Nash, on the brink of international acclaim when he becomes entangled in a mysterious conspiracy. Now only his devoted wife (Academy Award® winner Jennifer Connelly) can help him in this powerful story of courage, passion and triumph.","Judd Hirsch, Austin Pendleton, Jason Gray-Stanford, Jennifer Connelly, Adam Goldberg, Josh Lucas, Christopher Plummer, Russell Crowe, Ron Howard, Ed Harris, Brian Grazer, Anthony Rapp, Paul Bettany","Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Adam Goldberg",,,"AC-3, NTSC, Color, Dubbed, Multiple Formats, Widescreen, Subtitled, Dolby","Drama, Mystery & Suspense",,8.2,,Universal Pictures
B0030FT96S,Pieniadze to Nie Wszystko,,,,,,,,,,,,,,,,,
6300246299,The Virgin of Nuremberg [VHS],,,,,Unrated,1 hour and 24 minutes,A Hammer historical monster film.,"Georges Rivière, Jim Dolen, Frank Bogart, Leonardo Severini, Rossana Podestà, Christopher Lee, Otello Colangeli, Patrick Walton, Riccardo Pallottini, Laura Nucci, Mirko Valentin, Lucile Saint-Simon, Anny Degli Uberti, Antonio Margheriti, Ernesto Gastaldi, Edmond T. Gréville, Carole Windsor, Luciana Milone, Marco Vicario","Rossana Podestà, Georges Rivière, Christopher Lee, Laura Nucci, Jim Dolen",,,,,,5.8,,Futura Home Video
B0018PH3K6,The Killing of John Lennon [DVD],,English,,,NR,1 hour and 54 minutes,"Mark David Chapman, a 25 year old security guard in Hawaii, bought a plane ticket to New York with the intention of killing the world's greatest musician and dreamer: The Beatles' John Lennon. Camping outside Lennon's apartment in New York waiting for an autograph, Chapman's childlike obsession with this ""celebrity phony"" descends into madness. Both gritty and dreamy, The Killing Of John Lennon is a stunning examination of a stalker's mind just before the kill.","Jonas Ball, Gunther Stern, Anthony Solis, Robert Kirk, Vera Felice, Richard Sherman, Krisha Fairchild, Mie Omori, Gail Kay Bell","Jonas Ball, Mie Omori, Krisha Fairchild, Gunther Stern, Robert Kirk",,,"DVD, Color, Widescreen",Drama,,6.1,,Genius Products INC
B000JBXHBO,Silent Night / Peace on Earth [DVD],,English,,,NR,1 hour and 26 minutes,"On Christmas Eve 1944, three American soldiers and three German soldiers confront the realities of war and discover the true meaning of courage, as well as the true spirit of a blessed night. Based on real events.",,"Linda Hamilton, Cassian Bopp, Michael Elkin, Al Goulem, Matthew Harbour",,,"DVD, NTSC, Color","Kids & Family, Military & War",,,,Echo Bridge Home Entertainment
6305796173,Lucky Dube - Live in Concert,,,,"January 1, 1993",NR,1 hour and 30 minutes,,,"Dube, Lucky",,,,,,,,Shanachie Video
B0030ZOYW2,The 14 Amazons,,"English, Mandarin Chinese",,"March 23, 2010",NR,1 hour and 57 minutes,"The Shaw Brothers Studio produced hundreds of the greatest, most influential, exciting ad important kung-fu movies ever made. Unseen for almost two decades, these timeless classics are finally available in remastered editions. They are an absolute must for any martial arts movie fan. ",,"Ivy Ling Po, Lin Ching, Lily Ho, Lisa Lu, Yueh Hua",,,"Anamorphic, Color, NTSC",Foreign,,6.5,,Funimation Prod
630403945X,Montana (1950),,,,"May 8, 2001",,,"Sheep rancher, determined to move his herds into cattle country, meets opposition from wealthy ranchers.",,"Flynn, Smith, Sakal",,,,,,6.1,,Warner Studios
B0007Z9RCU,H,,,,"May 24, 2005",R,,Special Features: ,,"Jung-ah Yum, Jin-her Ji, Ji-ru Sung, Seung-woo Cho, Woong-ki Min",,,,,,,1,Tartan Asia Extreme
B002CWKTZA,Jose Carreras: Misa Criolla And Other Works,,English,,"August 25, 2009",NR,,"Live from Mission Dolores in San Francisco, Jose Carreras performs Argentinean composer Ariel Ramirez's Misa Criolla, a unique piece that combines South American folk music and classical music. In addition, Jose Carreras performs Berlioz's Te Deum and Claudio Abbado conducts the overture to Wagner's opera Die Meistersinger Von Nurnberg live at the Alte Oper in Frankfurt.",,"Jose Carreras, Ariel Ramirez, Claudio Abbado, Martin Haselbock",,,"Color, Classical, NTSC, Multiple Formats","Classical / Opera & Vocal, Classical / Symphonies",,,,Kultur Video
6302999014,Pakua Chang VHS,,,,"June 1, 1992",NR,,,,"Cheng, Ji-Jian",,,,,,,1,Artistic Video
6304179499,"It's the Great Pumpkin, Charlie Brown/A Charlie Brown Thanksgiving VHS",,,,"August 27, 1996",,,,,"Ahrens, Jimmy, Barbee, Todd, DeFaria, Kip, Kohn, Robin, Melendez, Bill",,,,,,7.7,,Paramount Studio
B0051ZIXMQ,Bereavement,,English,,"August 30, 2011",R,1 hour and 47 minutes,"In 1989, six year-old Martin Bristol was kidnapped from his backyard. Graham Sutter, a psychotic recluse, kept Martin imprisoned in his derelict slaughterhouse, forcing him to witness and participate in unspeakable horrors. For five years, Martins whereabouts have remained a mystery, until a young girl is sent to live with her uncle. Her curiosity about the deserted slaughterhouse disturbs a hornets nest of evil and despair that once torn open, can never be closed.","Sal Domani, Tom McNutt, Alexandra Daddario, Brendan Martinez, Greg Wood, Michael Biehn, Miriam A. Hyman, Peyton List, Brett Rickaby, Ashley Wolfe, Chase Pechacek, John Savage, Spencer List, Valentina De Angelis, Marissa Guill, Nolan Gerard Funk, Kathryn Meisle, Lynn Mastio Rice, Stevan Mena, Andrea Havens","Brett Rickaby, Kathryn Meisle, Michael Biehn, John Savage, Alexandra Daddario",,,,,,,,Starz / Anchor Bay
B001E6JCBC,CJ7,,中文,2008,,PG,1 h 28 min,,,,Stephen Chow,Stephen Chow,,"Science Fiction,International,Charming,Emotional",,6.4,,Sony Pictures Classics
B00000IC8E,Suddenly/Till the Clouds Roll By [DVD],,English,,"February 1, 2000",Unrated,3 hours and 30 minutes,"Suddenly/Till the Clouds Roll By Robert Walker (Actor), Van Heflin (Actor), George Sidney (Director), Lewis Allen (Director) Rated: NR (Not Rated) Format: DVD","Guy Bolton, June Allyson, Dinah Shore, Judy Garland, Tony Martin, Kathryn Grayson, Vincente Minnelli, Lucille Bremer, Lewis Allen, Jean Holloway, Van Johnson, Sterling Hayden, George Wells, Robert Walker, Van Heflin, Richard Whorf, Myles Connolly, Lena Horne, Frank Sinatra, George Sidney","Robert Walker, Van Heflin, Lucille Bremer, Frank Sinatra, Sterling Hayden",,,,,,6.3,,Madacy Records
B00000IC8F,Abbott & Costello: Africa Screams/Jack & the Beanstalk [DVD],,English,,"March 2, 1999",NR,2 hours and 41 minutes,"This item is used and in good condition, Discs may show light scratches from normal use but are guaranteed to play perfectly and the cover may show wear. ** No Digital Code **","Jean Yarbrough, Leonard Stern, Nathaniel Curtis, Johnny Conrad, Martin Ragaway, Pat Costello, Bud Abbott, Shaye Cogan, James Alexander, Buddy Baer, Lou Costello, William Farnum, David Stollery, Dorothy Ford, Barbara Brown, Arthur Shields, Charles Barton, Mel Blanc, Earl Baldwin","Bud Abbott, Lou Costello, Buddy Baer, Shaye Cogan, James Alexander",,,,,,6.0,,Madacy Records
B00000IC8K,Pot O' Gold/Made For Each Other [DVD],,English,,"February 1, 2000",Unrated,3 hours and 6 minutes,,,"Stewart, James",,,,,,,,Madacy Records
B00000IC8M,The Flying Deuces/Utopia [DVD],,English,,"February 1, 2000",Unrated,2 hours and 33 minutes,Stan Laurel and Olver Hardy,"James Finlayson, Frederick Kohner, Stan Laurel, Charles Middleton, A. Edward Sutherland, Charley Rogers, Reginald Gardiner, Jean Del Val, Bonnie Bannon, Eddie Borden, Oliver Hardy, Christine Cabanne, Jean Parker, Fred Schiller, Alfred J. Goulding, John Berry, Crane Whitley, Tim Whelan, Lo Joannon, Monica Bannister","Stan Laurel, Oliver Hardy, Jean Parker, Reginald Gardiner, Charles Middleton",,,,,,5.5,,Madacy Records
B000Q7ZNZ4,Pride (Full Screen Edition),,English,,"June 26, 2007",PG,1 hour and 49 minutes,"The year is 1973, and Jim Ellis, a college-educated African-American, can't find a job. Driven by his love of competitive swimming, Jim converts an abandoned recreational pool hall in a Philadelphia slum with the help of Elston, a local janitor. But when city officials mark the new Philadelphia Department of Recreation for demolition, Jim fights back - by starting the city's first African-American swim team. Recruiting troubled teens from the streets, Jim struggles to transform a motley team of novices into capable swimmers - all in time for the upcoming state championships. But as racism, violence and an unsympathetic city official threaten to tear the team apart, Jim must do everything he can to convince his swimmers that victory, both in and out of the pool, is within their reach.","Sunu Gonera, Bernie Mac, Kimberly Elise, Terrence Howard, Brett Forbes, Michael Ohoven, Patrick Rizzotti, Lionsgate, Tom Arnold, Adam Rosenfelt","Terrence Howard, Bernie Mac, Kimberly Elise, Tom Arnold",,,"Dolby, NTSC, AC-3, Multiple Formats, Closed-captioned, Color, Full Screen, Subtitled",Drama,,6.3,,Lionsgate Home Entertainment
1573470937,Teenage Space Vampires [DVD],,English,,"July 6, 1999",PG,1 hour and 30 minutes,,"Richard Clarkin, Serban Celea, Mac Fyfe, Tatiana Constantin, Jesse Nilsson, Dan Badarau, James Kee, Bianca Brad, Lindy Booth, Robin Dunne, Silvia Nastase, Martin Wood, Liviu Lucaci","Robin Dunne, Mac Fyfe, James Kee, Lindy Booth, Jesse Nilsson",,,,,,2.7,,PULSE POUNDERS
B00000IC8I,Last Time I Saw Paris/Father's Little Dividend [DVD],,English,,"March 2, 1999",NR,3 hours and 16 minutes,2 DVD Set in Cardboard Box featuring 2 full length features - biographies - credits.,"Spencer Tracy, Vincente Minnelli, Walter Pidgeon, Elizabeth Taylor, Richard Brooks, Julius J. Epstein, Joan Bennett, Frances Goodrich, Celia Lovsky, Albert Hackett, Donna Reed, Eva Gabor, Van Johnson, Philip G. Epstein, Kurt Kasznar, Edward Streeter, George Dolenz, Sandy Descher, Roger Moore, F. Scott Fitzgerald","Elizabeth Taylor, Van Johnson, Spencer Tracy, Joan Bennett, Walter Pidgeon",,,,,,6.5,,Madacy Records
B002LSIAQ0,Ghosts on the Battleship USS North Carolina Movie by Danny Bradshaw,,,,"August 17, 2009",,30 minutes,,,,,,,,,,,CreateSpace
B008BSM1EG,Zyzzyx Road,,English,,"July 31, 2012",,1 hour and 30 minutes,"Grant is an accountant with a bad marriage and a daughter whom he loves. He takes to the road to service his accounts in Las Vegas. While there he meets seductive Marissa. They have a week-long affair which culminates in the arrival of Marissa's ex-boyfriend, Joey. Joey attempts to kill the lovers, but Grant gets the upper hand. Grant and Marissa then drive Joey's body to Zyzzyx Road and Grant buries Joey in the desert there. But in the morning the body is missing and something is trying to kill Grant and Marissa. In the DEATH OF A SALESMAN meets LOLITA ending, Zyzzyx Rd. reveals a shocking, tragic twist.",,"Rickey Medlocke, Katherine Heigl, Leo Grillo, Tom Sizemore",,,"Color, Multiple Formats, Widescreen, NTSC, Dolby",Drama,,,,Grand Entertainment
B004AR4WA8,Inspector Lynley Mysteries: Series 1,,English,,,Unrated,,,,,,,,Mystery & Thrillers,,,,PBS
B0088QNUUK,Haunted Iowa,,,,"June 4, 2012",,2 hours and 15 minutes,"In this full length documentary, Calhoun County Paranormal Investigators take a journey to visit, document, and show the world some of the most haunted locations the state of Iowa has to offer. Follow CCPI as they investigate an old opera house, venture into a 90 year-old school, full of mystery and secrets, and a little white house, where one of America's most infamous unsolved murders took place. Full of suspense, shocking evidence of the paranormal, and much more. Haunted Iowa is a film paranormal enthusiasts are not going to want to miss!",,,,,NTSC,"Documentary, Mystery & Thrillers",,,,Alne Enterprises Entertainment
B0031Z5RWW,Hollywood Tough Guys Collection,,English,,"March 2, 2010",Unrated,9 hours and 10 minutes,Disc 1,,"Bogart, Humphrey, Cagney, James, Garfield, John",,,"Multiple Formats, NTSC, Original recording remastered, Color, Box set","Music Videos & Concerts, Action & Adventure",,,,Pop Flix
B000CNET20,Combat America [DVD],,English,,"February 7, 2006",Unrated,13 hours and 10 minutes,,,Various,,,,,,6.0,,St Clair Vision
B004XSHQRU,Icy Riders,,,2009,,NR,52min,,,,---,,,"Special Interest,Documentary",,,,One World Studios Ltd.
B003QWVPT4,Why Did I Get Married Too? (Full Screen Edition),,English,,"August 31, 2010",PG-13,2 hours and 1 minute,"Gathered together in the Bahamas for their annual one-week reunion, four close couples eagerly reconnect, sharing news about their lives and relationships. But their intimate week in paradise is disrupted by the unexpected arrival of Sheila’s ex-husband, Mike, who hopes to break up her new marriage with Troy and win her back. The others soon realize they too are not immune to the challenges of commitment and fidelity. Angela doesn’t believe her husband, Marcus, can be faithful now that he’s a celebrity television newscaster. Dianne and Terry’s relationship is feeling the strain of raising children. And Patricia, a successful self-help psychologist, must finally reveal the deep flaws in her seemingly perfect marriage to Gavin. With their relationships hanging in the balance when they return home, each couple must choose between blame and forgiveness, doubt and faith, with life-altering consequences.",,"Tyler Perry, Janet Jackson, Jill Scott, Sharon Leal, Malik Yoba",,,"Multiple Formats, Color, Closed-captioned, Subtitled, NTSC, AC-3, Dubbed, Dolby, Full Screen",Comedy,,4.7,,Lionsgate Home Entertainment
